"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90127327.101a",2004-07-27,876,"208793","Fire"
"90151851.101a",2004-07-27,25,"1207635","Other"
"90155964.100c",2004-07-27,876,"207496","Other"
"90166977.100a",2004-07-27,1982,"12045","Other"
"90150249.100b",2004-07-27,876,"208392","Other"
"80200715.10a",2004-07-27,541,"206262","Theft"
"90145855.101a",2004-07-27,268,"1201942","Theft"
"1007524.100a",2004-07-27,2522,"204090","TPL"
"90116458.101b",2004-07-27,237,"205683","TPL"
"90106908.10a",2004-07-27,5604,"208464","TPL"
"90146125.100a",2004-07-27,897,"8969","TPL"
"90145331.100b",2004-07-27,358,"1205805","TPL"
"90133779.102a",2004-07-27,3512,"8011","TPL"
"90132345.100b",2004-07-27,2019,"205360","TPL"
"70100060.10b",2004-07-27,586,"206440","Windscreen"
"90123352.100a",2004-07-27,206,"202555","Windscreen"
"20100160.104a",2004-07-27,852,"207155","Windscreen"
"90150249.100a",2004-07-27,192,"9216","Windscreen"
"10200143.102a",2004-07-27,728,"209055","Windscreen"
"90186147.100a",2004-07-27,434,"1206054","Windscreen"
"90157995.100b",2004-07-27,962,"1208296","Windscreen"
"90104966.100b",2004-07-27,243,"200733","Windscreen"
"90180253.100a",2004-07-27,141,"203047","Windscreen"
"90168411.100a",2004-07-27,159,"13232","Windscreen"
"60200103.10a",2004-07-27,368,"8120","Windscreen"
"90134870.100a",2004-07-27,566,"1207320","Windscreen"
"90104588.101c",2004-07-28,1820,"207956","Other"
"90159628.100b",2004-07-28,53,"208228","Other"
"90113937.101a",2004-07-28,5002,"1205163","Theft"
"90189267.100a",2004-07-28,506,"12867","TPL"
"90141488.101a",2004-07-28,201,"202533","TPL"
"90113052.101a",2004-07-28,897,"203109","TPL"
"90187287.100c",2004-07-28,470,"7179","TPL"
"90172307.100a",2004-07-28,763,"201319","TPL"
"90146543.101b",2004-07-28,14,"1202001","TPL"
"90133468.100a",2004-07-28,1057,"1204656","TPL"
"90147271.100a",2004-07-28,463,"209417","Windscreen"
"90103632.10a",2004-07-28,368,"6828","Windscreen"
"90116755.101b",2004-07-29,988,"208877","Damage"
"90111361.10b",2004-07-29,582,"204140","Fire"
"90106861.101a",2004-07-29,267,"1204648","Other"
"90190579.100a",2004-07-29,722,"12330","Theft"
"90152263.100a",2004-07-29,459,"1209527","TPL"
"1003342.100a",2004-07-29,0,"206750","TPL"
"90153114.100a",2004-07-29,1010,"208727","TPL"
"90139284.100d",2004-07-29,20965,"206152","TPL"
"90179199.100a",2004-07-29,398,"11020","TPL"
"90111216.102c",2004-07-29,897,"200102","TPL"
"90190862.100a",2004-07-29,1345,"7365","TPL"
"90134147.100a",2004-07-29,295,"204876","TPL"
"90128779.101b",2004-07-29,13000,"208975","TPL"
"90174266.100a",2004-07-29,2452,"12802","TPL"
"90130958.101a",2004-07-29,350,"206551","Windscreen"
"90110915.101c",2004-07-29,96,"9944","Windscreen"
"90133857.100a",2004-07-29,262,"1203678","Windscreen"
"90164512.101a",2004-07-29,368,"11312","Windscreen"
"80200714.101a",2004-07-29,412,"1209144","Windscreen"
"90159761.102a",2004-07-29,368,"13463","Windscreen"
"90130961.101a",2004-07-29,275,"1202536","Windscreen"
"90141498.100a",2004-07-29,370,"208455","Windscreen"
"90162984.100a",2004-07-30,5245,"203064","Damage"
"90116556.101a",2004-07-30,555,"205087","Damage"
"90176292.100a",2004-07-30,5261,"10060","Fire"
"90157900.101a",2004-07-30,0,"1203141","Other"
"90174035.100a",2004-07-30,2568,"11148","Theft"
"90112469.104a",2004-07-30,2627,"206645","Theft"
"90132700.100a",2004-07-30,2998,"203743","TPL"
"90140583.100c",2004-07-30,916,"206706","TPL"
"90187361.100a",2004-07-30,869,"10252","TPL"
"90107339.101b",2004-07-30,0,"13792","TPL"
"90134888.100c",2004-07-30,1281,"1208717","Windscreen"
"90147993.100a",2004-07-30,183,"1210253","Windscreen"
"90133822.100a",2004-07-30,337,"1208489","Windscreen"
"90126055.101b",2004-07-30,532,"206806","Windscreen"
"90130999.100c",2004-07-30,228,"204757","Windscreen"
"90187933.100a",2004-07-30,286,"13562","Windscreen"
"90156478.100a",2004-07-30,526,"1206017","Windscreen"
"90134426.100a",2004-08-01,2020,"205605","Damage"
"90157991.102b",2004-08-01,1051,"203233","Other"
"90140554.100a",2004-08-01,76,"1203253","Other"
"90185437.100b",2004-08-01,894,"1203097","Theft"
"90148489.102b",2004-08-01,14289,"1209965","TPL"
"90158177.100b",2004-08-01,637,"9209","TPL"
"90154683.101a",2004-08-01,603,"202898","TPL"
"90156140.100a",2004-08-01,915,"1203027","TPL"
"90128186.101a",2004-08-01,897,"203346","TPL"
"90105929.102a",2004-08-01,245,"1207473","Windscreen"
"90141275.100a",2004-08-01,284,"203952","Windscreen"
"90167834.100b",2004-08-01,80,"1205145","Windscreen"
"90176529.100a",2004-08-01,386,"207746","Windscreen"
"90133150.100a",2004-08-01,579,"204111","Windscreen"
"90133526.100a",2004-08-01,335,"1207671","Windscreen"
"90179952.100c",2004-08-02,905,"1205378","Damage"
"90176036.100a",2004-08-02,552,"201613","Damage"
"90157303.100c",2004-08-02,1361,"1207297","Damage"
"90151953.100b",2004-08-02,876,"208793","Fire"
"90180911.101a",2004-08-02,53,"206419","Other"
"90102534.101b",2004-08-02,668,"13128","Theft"
"90108517.101a",2004-08-02,792,"11115","Theft"
"90145707.100a",2004-08-02,1594,"1206356","Theft"
"90132268.103a",2004-08-02,371,"1203873","TPL"
"90152135.101a",2004-08-02,7875,"1205307","TPL"
"90133147.100a",2004-08-02,7831,"1205294","TPL"
"90149362.100b",2004-08-02,2575,"1207312","TPL"
"90154962.100b",2004-08-02,5099,"209539","TPL"
"90188360.100a",2004-08-02,378,"1206847","Windscreen"
"90149794.100a",2004-08-02,192,"208622","Windscreen"
"90170927.101a",2004-08-02,319,"7683","Windscreen"
"90113378.100a",2004-08-02,943,"1208718","Windscreen"
"90133049.101b",2004-08-02,518,"207589","Windscreen"
"90144586.100a",2004-08-02,64,"1208252","Windscreen"
"90114035.101a",2004-08-03,80,"1204311","Damage"
"90144837.100a",2004-08-03,3754,"205791","Damage"
"90169980.100a",2004-08-03,576,"203382","Damage"
"90106086.101b",2004-08-03,1226,"1204859","Theft"
"90189906.100b",2004-08-03,1931,"204508","TPL"
"90174509.100a",2004-08-03,43,"210007","TPL"
"90116947.101a",2004-08-03,319,"10113","TPL"
"90168363.101b",2004-08-03,897,"203654","TPL"
"90107833.103a",2004-08-03,1830,"1205467","TPL"
"90171079.101a",2004-08-03,69,"1209156","Windscreen"
"90170484.101a",2004-08-03,217,"206694","Windscreen"
"90135436.100a",2004-08-03,351,"13224","Windscreen"
"90180574.100a",2004-08-03,75,"11565","Windscreen"
"90179855.101c",2004-08-03,564,"209229","Windscreen"
"90152479.100b",2004-08-04,83,"1206824","Fire"
"90178455.100a",2004-08-04,2102,"209187","Theft"
"90191117.100a",2004-08-04,2998,"202493","TPL"
"90163431.100a",2004-08-04,897,"206355","TPL"
"90116848.101b",2004-08-04,659,"205545","TPL"
"90127279.101b",2004-08-04,650,"1205570","Windscreen"
"90127521.101a",2004-08-04,410,"1204586","Windscreen"
"90147045.100a",2004-08-04,386,"1209837","Windscreen"
"90130066.101a",2004-08-04,184,"1207847","Windscreen"
"90120051.102a",2004-08-04,380,"202809","Windscreen"
"90106276.10a",2004-08-04,175,"11500","Windscreen"
"90167279.100a",2004-08-05,2258,"1201701","Damage"
"90150219.100a",2004-08-05,0,"207419","Damage"
"90146380.100a",2004-08-05,81,"206824","Fire"
"90145279.100a",2004-08-05,894,"1207496","Other"
"90144880.102a",2004-08-05,828,"1201772","Theft"
"90118767.100a",2004-08-05,897,"200803","TPL"
"90132456.100a",2004-08-05,412,"1206138","TPL"
"90163249.100a",2004-08-05,304,"1203050","TPL"
"90148153.100a",2004-08-05,1121,"11438","TPL"
"90191180.100a",2004-08-05,666,"9764","TPL"
"90100747.10a",2004-08-05,2206,"1202403","TPL"
"90116489.101a",2004-08-05,0,"13603","TPL"
"90173970.100a",2004-08-05,325,"204165","TPL"
"90145719.101a",2004-08-05,6431,"1209535","TPL"
"90127198.101a",2004-08-05,92,"9871","Windscreen"
"90184262.100a",2004-08-05,323,"1202512","Windscreen"
"90144897.100a",2004-08-05,207,"9135","Windscreen"
"70201516.10b",2004-08-05,505,"1201888","Windscreen"
"90109085.101a",2004-08-05,669,"1204758","Windscreen"
"90169164.101a",2004-08-05,213,"205486","Windscreen"
"1003527.101a",2004-08-05,489,"1206734","Windscreen"
"90139311.100a",2004-08-05,520,"203996","Windscreen"
"90190521.102a",2004-08-06,573,"12877","Damage"
"90104508.101b",2004-08-06,3504,"210037","Damage"
"90108771.100a",2004-08-06,988,"1204940","Fire"
"90170287.102a",2004-08-06,0,"201425","Theft"
"90108069.101a",2004-08-06,431,"205816","TPL"
"90139851.100a",2004-08-06,515,"1209188","TPL"
"90129276.101b",2004-08-06,225,"208798","TPL"
"40100295.101a",2004-08-06,1882,"1205862","TPL"
"90171035.100a",2004-08-06,7752,"7522","TPL"
"90170099.100a",2004-08-06,95,"1204957","Windscreen"
"90188816.100a",2004-08-06,359,"11024","Windscreen"
"90111596.101c",2004-08-06,96,"201835","Windscreen"
"90134250.100a",2004-08-06,702,"9018","Windscreen"
"90135302.101a",2004-08-06,68,"9893","Windscreen"
"90190312.100a",2004-08-06,265,"208685","Windscreen"
"90164537.100a",2004-08-07,1428,"206910","Damage"
"90132220.102a",2004-08-07,0,"10337","Damage"
"90190467.100a",2004-08-07,65,"1201939","Fire"
"90147735.100a",2004-08-07,447,"1206000","Other"
"90167927.100a",2004-08-07,804,"1207356","Theft"
"90126502.102a",2004-08-07,1225,"1204391","Theft"
"90183917.100a",2004-08-07,915,"1207700","TPL"
"90118057.101a",2004-08-07,378,"9342","TPL"
"90111574.101b",2004-08-07,5431,"1205696","TPL"
"90171931.100a",2004-08-07,474,"1207842","TPL"
"90113052.101a",2004-08-07,154,"209457","TPL"
"90127657.100a",2004-08-07,1152,"203416","TPL"
"90146400.100b",2004-08-07,0,"205043","TPL"
"90131027.103a",2004-08-07,588,"203934","Windscreen"
"90134222.100a",2004-08-07,87,"12927","Windscreen"
"90181930.101b",2004-08-08,1234,"1208664","Other"
"90135215.101a",2004-08-08,988,"203415","Theft"
"90157535.100b",2004-08-08,291,"204808","Theft"
"90138510.101a",2004-08-08,4574,"1206227","TPL"
"90134181.101b",2004-08-08,1211,"1202642","TPL"
"90135438.100a",2004-08-08,324,"10709","TPL"
"80100093.101a",2004-08-08,1121,"13800","TPL"
"90133479.100a",2004-08-08,199,"201238","Windscreen"
"90130919.100c",2004-08-08,421,"205796","Windscreen"
"90174165.101a",2004-08-08,301,"1205164","Windscreen"
"90116081.101a",2004-08-08,347,"1205003","Windscreen"
"90168733.101a",2004-08-09,0,"12408","Fire"
"90135328.100c",2004-08-09,922,"1203282","Other"
"90145055.100a",2004-08-09,9491,"10691","Theft"
"90132170.100a",2004-08-09,897,"207384","TPL"
"6.100a",2004-08-09,1121,"7296","TPL"
"90145589.100a",2004-08-09,242,"205107","TPL"
"90134365.101a",2004-08-09,256,"206991","TPL"
"90155078.100a",2004-08-09,0,"7451","TPL"
"90148449.100a",2004-08-09,301,"12264","Windscreen"
"90153590.100a",2004-08-09,121,"206182","Windscreen"
"90146093.100b",2004-08-09,51,"200257","Windscreen"
"90194796.101a",2004-08-09,231,"1201849","Windscreen"
"90133872.102a",2004-08-09,174,"1206708","Windscreen"
"90146191.100a",2004-08-09,131,"13135","Windscreen"
"90166805.100a",2004-08-09,0,"204292","Windscreen"
"90156278.101a",2004-08-09,417,"1207739","Windscreen"
"90149590.101b",2004-08-10,468,"201541","Damage"
"90132699.100b",2004-08-10,461,"7563","Damage"
"90185154.100a",2004-08-10,4504,"201012","Fire"
"90154435.100b",2004-08-10,7644,"1205577","Theft"
"90105928.101a",2004-08-10,483,"204394","TPL"
"90139173.100b",2004-08-10,515,"1206076","TPL"
"90164562.100a",2004-08-10,897,"207751","TPL"
"90149359.100a",2004-08-10,8686,"206833","TPL"
"90145336.101a",2004-08-10,1653,"209789","TPL"
"90146945.100a",2004-08-10,61,"200776","TPL"
"90191001.100a",2004-08-10,268,"1203906","TPL"
"90159630.100a",2004-08-10,2331,"200441","TPL"
"90133794.100a",2004-08-10,402,"204586","Windscreen"
"90145093.100a",2004-08-10,351,"209984","Windscreen"
"90139259.100a",2004-08-10,410,"13498","Windscreen"
"1003326.100a",2004-08-11,4291,"8955","Damage"
"90134352.100b",2004-08-11,1449,"200375","Damage"
"90151989.100a",2004-08-11,0,"8175","Fire"
"90172638.100a",2004-08-11,1381,"205105","Theft"
"90148458.101a",2004-08-11,768,"12007","TPL"
"90134968.100a",2004-08-11,1611,"204745","TPL"
"90139306.100a",2004-08-11,272,"1201916","Windscreen"
"90116068.101b",2004-08-11,1214,"1206487","Windscreen"
"90134306.100c",2004-08-11,402,"207777","Windscreen"
"90127774.101b",2004-08-11,558,"206637","Windscreen"
"90130871.100a",2004-08-11,411,"201274","Windscreen"
"90161514.100a",2004-08-11,363,"1207920","Windscreen"
"90162884.100a",2004-08-11,498,"1206254","Windscreen"
"90171968.100a",2004-08-11,496,"203347","Windscreen"
"90133420.101b",2004-08-11,634,"207437","Windscreen"
"90131336.100a",2004-08-12,594,"1204140","Fire"
"90104498.101b",2004-08-12,4062,"13112","Theft"
"90153211.100a",2004-08-12,199,"1208665","TPL"
"90150209.101a",2004-08-12,915,"1201810","TPL"
"80200754.100a",2004-08-12,897,"204730","TPL"
"1002160.100a",2004-08-12,1798,"201718","TPL"
"90151157.100a",2004-08-12,2200,"1204926","TPL"
"90140558.100d",2004-08-12,5183,"202045","TPL"
"90134393.100a",2004-08-12,272,"1207556","Windscreen"
"90192905.103a",2004-08-12,620,"1207340","Windscreen"
"90163101.100a",2004-08-12,393,"205267","Windscreen"
"90105788.101a",2004-08-12,170,"208115","Windscreen"
"90189542.100b",2004-08-12,242,"208987","Windscreen"
"1003287.100a",2004-08-13,1752,"207511","Damage"
"90104163.10c",2004-08-13,1575,"11967","Damage"
"90182347.100a",2004-08-13,1430,"202602","Damage"
"90132152.100a",2004-08-13,1473,"200329","Damage"
"90146514.101a",2004-08-13,9899,"1205954","Fire"
"90149055.100a",2004-08-13,15045,"202073","Theft"
"90141264.100a",2004-08-13,398,"1208533","TPL"
"90127509.101a",2004-08-13,236,"204987","TPL"
"90167670.100a",2004-08-13,3503,"202986","TPL"
"90178788.100a",2004-08-13,5728,"8569","TPL"
"90111843.101a",2004-08-13,215,"202028","TPL"
"90194766.100a",2004-08-13,601,"12209","TPL"
"90149481.100a",2004-08-13,647,"201266","TPL"
"90145289.100a",2004-08-13,240,"207473","Windscreen"
"90155998.100b",2004-08-13,342,"207070","Windscreen"
"90134845.100a",2004-08-13,304,"205216","Windscreen"
"90186788.100a",2004-08-13,171,"205412","Windscreen"
"90148429.101a",2004-08-13,275,"1203606","Windscreen"
"90128194.101a",2004-08-13,296,"11623","Windscreen"
"90149477.101a",2004-08-13,132,"12217","Windscreen"
"90110490.101a",2004-08-14,342,"9756","Damage"
"90134488.100b",2004-08-14,1183,"200117","Damage"
"90134306.100c",2004-08-14,0,"1206615","Damage"
"90146360.100a",2004-08-14,34,"203459","Damage"
"90176344.100b",2004-08-14,525,"9295","Other"
"90126058.100b",2004-08-14,6847,"10226","Theft"
"90108782.101b",2004-08-14,262,"1202987","TPL"
"1003811.100a",2004-08-14,1121,"13724","TPL"
"90153708.100b",2004-08-14,2633,"7612","TPL"
"90128064.101b",2004-08-14,375,"204503","TPL"
"90168158.100a",2004-08-14,323,"1202512","Windscreen"
"90108362.101a",2004-08-14,306,"203802","Windscreen"
"90133541.100b",2004-08-14,554,"209442","Windscreen"
"90113658.100a",2004-08-14,435,"209534","Windscreen"
"90117561.101a",2004-08-14,0,"8931","Windscreen"
"90159059.100a",2004-08-15,9645,"1206096","Damage"
"90178978.100a",2004-08-15,1385,"11402","Other"
"90181795.102a",2004-08-15,31,"205994","Other"
"70204828.10a",2004-08-15,909,"207434","Theft"
"90169862.100a",2004-08-15,818,"1207482","TPL"
"90192895.100a",2004-08-15,4638,"205092","TPL"
"90152505.100b",2004-08-15,146,"207124","TPL"
"90157494.100b",2004-08-15,320,"205899","TPL"
"90107956.101a",2004-08-15,283,"1205086","TPL"
"90104496.101a",2004-08-15,4418,"10868","TPL"
"90156900.100a",2004-08-16,0,"206343","Damage"
"90152554.100a",2004-08-16,894,"1208793","Fire"
"90104186.101a",2004-08-16,2288,"1203899","Other"
"90184041.100a",2004-08-16,915,"1206765","TPL"
"90125952.100a",2004-08-16,335,"1206972","Windscreen"
"90105407.101a",2004-08-16,131,"1210030","Windscreen"
"90128403.103a",2004-08-16,266,"1209143","Windscreen"
"90187024.100a",2004-08-16,301,"203847","Windscreen"
"70201716.101b",2004-08-16,112,"203322","Windscreen"
"90193257.100a",2004-08-17,281,"12795","Damage"
"90182571.102a",2004-08-17,876,"208793","Fire"
"90132460.101a",2004-08-17,2802,"202964","Other"
"20200297.102b",2004-08-17,552,"1206262","Theft"
"90158837.100a",2004-08-17,915,"1203245","TPL"
"90133316.100a",2004-08-17,1830,"1205964","TPL"
"90152463.100a",2004-08-17,8574,"201158","TPL"
"90139290.100a",2004-08-17,0,"209672","TPL"
"90147720.100a",2004-08-17,212,"1205117","Windscreen"
"90125556.100a",2004-08-18,2160,"204944","Damage"
"90149994.101a",2004-08-18,1481,"201827","Fire"
"90148988.100a",2004-08-18,179,"1205966","Other"
"90134638.100a",2004-08-18,336,"207537","TPL"
"90132795.101a",2004-08-18,131,"9982","TPL"
"90134738.102a",2004-08-18,2344,"1204915","TPL"
"90160472.100a",2004-08-18,512,"202581","TPL"
"90132071.101a",2004-08-18,410,"1207777","Windscreen"
"90184764.101a",2004-08-18,153,"1204815","Windscreen"
"90146543.100a",2004-08-18,471,"12365","Windscreen"
"90132119.100a",2004-08-18,522,"210364","Windscreen"
"90145335.100d",2004-08-18,174,"209495","Windscreen"
"90154955.100b",2004-08-19,508,"204805","Damage"
"90157768.101b",2004-08-19,1587,"202495","Damage"
"90173866.100a",2004-08-19,876,"208793","Fire"
"90132291.100a",2004-08-19,2022,"200950","Theft"
"90176736.100a",2004-08-19,1195,"206913","Theft"
"90105924.100a",2004-08-19,897,"10684","TPL"
"90149290.100a",2004-08-19,1679,"8073","TPL"
"90115858.100a",2004-08-19,2335,"201957","TPL"
"90181810.100a",2004-08-19,1188,"202595","TPL"
"90154904.101a",2004-08-19,11179,"13259","TPL"
"90164796.100a",2004-08-19,457,"200331","TPL"
"90152022.100a",2004-08-19,552,"207891","Windscreen"
"90132011.100a",2004-08-19,180,"200088","Windscreen"
"90148979.100a",2004-08-19,443,"1210236","Windscreen"
"90165813.101b",2004-08-19,80,"1209313","Windscreen"
"90145607.100b",2004-08-19,371,"204952","Windscreen"
"90171356.100a",2004-08-19,173,"11826","Windscreen"
"90145967.100a",2004-08-19,353,"1203288","Windscreen"
"90118551.101a",2004-08-19,388,"200892","Windscreen"
"90148563.100a",2004-08-20,19735,"1206815","Damage"
"90157905.100c",2004-08-20,17,"200959","Other"
"90151164.100c",2004-08-20,291,"204808","Theft"
"90111605.101b",2004-08-20,434,"208614","TPL"
"90159816.100a",2004-08-20,1121,"10094","TPL"
"90160668.100b",2004-08-20,86,"1205832","TPL"
"90109512.102a",2004-08-20,5201,"1204532","TPL"
"90133058.101a",2004-08-20,7371,"1204578","TPL"
"90120051.102b",2004-08-20,453,"12075","TPL"
"90134578.100c",2004-08-20,771,"1209454","TPL"
"90117548.101b",2004-08-20,0,"203782","TPL"
"90131272.101b",2004-08-21,860,"1204412","Damage"
"90152594.101a",2004-08-21,1554,"208302","Other"
"1001956.100a",2004-08-21,257,"200652","Theft"
"90126099.101a",2004-08-21,5919,"207965","Theft"
"90181665.100a",2004-08-21,96,"12587","Theft"
"90141072.101a",2004-08-21,57,"1208140","TPL"
"90151299.101a",2004-08-21,897,"202653","TPL"
"90117568.100a",2004-08-21,915,"1208322","TPL"
"90170942.100a",2004-08-21,207,"8868","Windscreen"
"90106922.100b",2004-08-22,7004,"207623","Damage"
"90171012.100a",2004-08-22,1371,"10710","Damage"
"90152587.100b",2004-08-22,0,"13516","Other"
"90174297.100a",2004-08-22,623,"1201786","Theft"
"90152799.100a",2004-08-22,915,"1202672","TPL"
"90185402.100a",2004-08-22,897,"206150","TPL"
"1003577.100b",2004-08-22,1794,"205180","TPL"
"90186133.100a",2004-08-22,897,"208381","TPL"
"90132264.101a",2004-08-22,56,"208549","TPL"
"90127998.100a",2004-08-22,315,"13582","Windscreen"
"90171892.100a",2004-08-22,173,"207598","Windscreen"
"90169788.101a",2004-08-22,205,"10262","Windscreen"
"90125989.101a",2004-08-23,5514,"1206587","Damage"
"90180438.100a",2004-08-23,83,"1206824","Fire"
"90131418.101a",2004-08-23,0,"1203141","Other"
"90157323.100b",2004-08-23,1576,"206813","Theft"
"90137632.100b",2004-08-23,944,"208732","Theft"
"90150404.100a",2004-08-23,1367,"1204306","TPL"
"90169788.101a",2004-08-23,3730,"1207464","TPL"
"90148938.100a",2004-08-23,14394,"1204000","TPL"
"90149085.101a",2004-08-23,915,"1204679","TPL"
"90140633.100b",2004-08-23,934,"1206822","TPL"
"90180476.103a",2004-08-23,6052,"201026","TPL"
"90120152.101b",2004-08-23,915,"1206267","TPL"
"90112541.102b",2004-08-23,897,"201742","TPL"
"90185980.101a",2004-08-23,444,"1209534","Windscreen"
"90193827.100a",2004-08-23,262,"11535","Windscreen"
"90146703.100a",2004-08-23,306,"204835","Windscreen"
"90183799.100b",2004-08-23,182,"203573","Windscreen"
"90114439.100a",2004-08-24,354,"202113","Other"
"90107956.101a",2004-08-24,2206,"8915","Theft"
"90165745.100a",2004-08-24,583,"1202531","TPL"
"90134402.100a",2004-08-24,0,"1205617","TPL"
"90187347.100a",2004-08-24,15,"201873","TPL"
"90156491.101a",2004-08-24,568,"1201896","TPL"
